Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,electric-oven-650-b700-4-hobs-ebo-115059,title,de,,,"Elspis 650, B700, 4 pl., EBO","Elektroherd 650, B700, 4Felder, EBO"
Product,electric-oven-650-b700-4-hobs-ebo-115059,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,base-unit-silversteam-110-115069,title,de,,,Stativ Silversteam 110,Untergestell Silversteam 110
Product,base-unit-silversteam-110-115069,body_html,de,,,"Underställ för Silversteam kombiugn 1/1 GN – 10 GN-insatser på längden, höjdjusterbart, CNS 18/10. Höjer kombiugnen till ergonomisk arbetshöjd och ger direkt åtkomst till 10 GN-insatser under. Passar perfekt till Silversteam-serien.","Untergestell für Silversteam-Kombidämpfer 1/1 GN – 10 GN-Einschübe längs, höhenverstellbar, CNS 18/10. Bringt den Kombidämpfer auf ergonomische Arbeitshöhe und bietet direkten Zugriff auf 10 GN-Einschübe darunter. Passgenaue Ergänzung für die Silversteam-Serie."
Product,base-unit-silversteam-2-110-115071,title,de,,,Stativ Silversteam 2-110,Untergestell Silversteam 2-110
Product,base-unit-silversteam-2-110-115071,body_html,de,,,Det extralåga underredet gör det möjligt att stapla 2 kombiångugnar 1/1 GN i kombination med passande förbindningssats. Det säkerställer lastning på en säker arbetshöjd.,Das extra niedrige Untergestell erm&ouml;glicht das Stapeln von 2 Kombid&auml;mpfern 1/1 GN in Kombination mit dem passenden Verbindungskit. So ist ein Best&uuml;cken in sicherer Arbeitsh&ouml;he gew&auml;hrleistet.
Product,base-unit-silversteam-230-115075,title,de,,,Stativ Silversteam 230,Untergestell Silversteam 230
Product,base-unit-silversteam-230-115075,body_html,de,,,"Passande underrede för kombiugnar i Silversteam/Silversteam2-serien (2/3 GN) – kromnickelstål, inklusive Grundbotten, enkelt monterbart byggsats. Höjer kombiugnen till ergonomisk arbetshöjd och skapar förvaringsutrymme under.","Passgenaues Untergestell für Kombidämpfer der Silversteam/Silversteam2-Serie (2/3 GN) – Chromnickelstahl, Grundboden inklusive, einfach montierbarer Bausatz. Bringt den Kombidämpfer auf ergonomische Arbeitshöhe und schafft Stauraum darunter."
Product,base-unit-silversteam-k-115076,title,de,,,Stativ Silversteam-K,Untergestell Silversteam-K
Product,base-unit-silversteam-k-115076,body_html,de,,,"Passande underrede för Silversteam-K-kombiugn 1/1 GN – 5 GN-insatser längsgående, höjdjusterbara, CNS 18/10. Placerar kombiugnen på ergonomisk arbetshöjd och erbjuder fem GN-insatser under. Passande tillbehör för Silversteam-K-serien.","Passgenaues Untergestell für Silversteam-K-Kombidämpfer 1/1 GN – 5 GN-Einschübe längs, höhenverstellbar, CNS 18/10. Bringt den Kombidämpfer auf ergonomische Arbeitshöhe und bietet fünf GN-Einschübe darunter. Passgenaue Ergänzung für die Silversteam-K-Serie."
Product,base-unit-silversteam-6040-115079,title,de,,,Stativ Silversteam 6040,Untergestell Silversteam 6040
Product,base-unit-silversteam-6040-115079,body_html,de,,,Gastronorm och Bäckereinorm – det robusta underredet för kombiångugn 1/1 GN i serie Silversteam har plats för 10 galler och plåtar i GN-format 1/1 eller 600x400-Bäckereinorm.,Gastronorm und B&auml;ckereinorm &ndash; Das robuste Untergestell f&uuml;r Kombid&auml;mpfer 1/1 GN der Serie Silversteam bietet Platz f&uuml;r 10 Roste und Bleche im 1/1 GN- oder im 600x400-B&auml;ckereinorm-Format.
Product,base-frame-at90-120vr-115083,title,de,,,Stativ AT90-120VR,Untergestell AT90-120VR
Product,base-frame-at90-120vr-115083,body_html,de,,,"Varmluftsugnar i tvåpack – det extralåga stativet är dimensionerat för stapling av 2 varmluftsugnar AT90 eller AT120 i kombination med förbindningsram AT90-120. 4 rack möjliggör förvaring av rena, förberedda plåtar samt använda plåtar med format 438 x 315 mm.","Hei&szlig;luft&ouml;fen im Doppelpack &ndash; Das extra niedrige Untergestell ist ausgelegt f&uuml;r das Stapeln von 2 Hei&szlig;luft&ouml;fen AT90 oder AT120 in Verbindung mit dem Verbindungsrahmen AT90-120. 4 Einsch&uuml;be erm&ouml;glichen die Lagerung sauberer, vorbereiteter sowie benutzter Bleche mit dem Format 438 x 315 mm."
Product,base-frame-at90-120-115084,title,de,,,Stativ AT90-120,Untergestell AT90-120
Product,base-frame-at90-120-115084,body_html,de,,,"Stativet till varmluftsugnarna AT90 och AT120 är utrustat med 4 rack för formatet 438 x 315 mm. Idealiskt för förvaring av rena, förberedda plåtar samt använda plåtar.","Das Untergestell zu den Hei&szlig;luft&ouml;fen AT90 und AT120 ist mit 4 Einsch&uuml;ben f&uuml;r das Format 438 x 315 mm ausgestattet. Ideal f&uuml;r die Lagerung sauberer, vorbereiteter sowie benutzter Bleche."
Product,connecting-frame-at90-120-115086,title,de,,,Förbindningsram AT90-120,Verbindungsrahmen AT90-120
Product,connecting-frame-at90-120-115086,body_html,de,,,"Platssnål och praktisk – förbindningsramen gör det möjligt att stapla 2 varmluftsugnar AT90 eller AT120. De kan inte glida iväg, tack vare skruvförbandet. Värdefullt utrymme i köket, på bensinstationen, i kiosken eller bageriet kan sparas.","Platzsparend und praktisch &ndash; Der Verbindungsrahmen erm&ouml;glicht das sichere Stapeln von 2 Hei&szlig;luft&ouml;fen AT90 oder AT120. Fest verschraubt ist kein Verrutschen m&ouml;glich. So kann wertvoller Platz in der K&uuml;che, in Tankstellen, Kiosken oder B&auml;ckereien eingespart werden."
Product,base-frame-at211-220-230-115087,title,de,,,Stativ AT211-220-230,Untergestell AT211-220-230
Product,base-frame-at211-220-230-115087,body_html,de,,,"Bekvämlighet i det dagliga arbetet: Basramen som är speciellt utvecklad för varmluftsugnarna AT211-MDI, AT220-MDI och AT230-MDI ger apparaterna en perfekt arbetshöjd. 4 lådor erbjuder också generöst förvaringsutrymme för brickor och kantiner i 1/1 GN-format.","Komfort im Arbeitsalltag: Das speziell f&uuml;r die Hei&szlig;luft&ouml;fen AT211-MDI, AT220-MDI und AT230-MDI entwickelte Untergestell bringt die Ger&auml;te auf die perfekte Arbeitsh&ouml;he. 4 Einsch&uuml;be bieten zudem gro&szlig;z&uuml;gigen Stauraum f&uuml;r Bleche und Beh&auml;lter im 1/1 GN-Format."
Product,base-frame-at400-410-115088,title,de,,,Stativ AT400-410,Untergestell AT400-410
Product,base-frame-at400-410-115088,body_html,de,,,Underrede för optimala arbetsförhållanden: Med underredet som är speciellt utvecklat för varmluftsugnarna AT400 och AT400-MDI kan du uppnå den perfekta arbetshöjden. De 4 brickorna i Bageristandard-format 600 x 400 mm ger tillräckligt med utrymme för brickor.,Untergestell f&uuml;r optimale Arbeitsbedingungen: Mit dem speziell f&uuml;r die Hei&szlig;luft&ouml;fen AT400 und AT400-MDI entwickelten Untergestell erreichen Sie die ideale Arbeitsh&ouml;he. Ausreichend Platz f&uuml;r Bleche bieten die 4 Einsch&uuml;be im B&auml;ckereinorm-Format 600 x 400 mm.
Product,base-unit-silversteam2-6040-115089,title,de,,,Stativ Silversteam2 6040,Untergestell Silversteam2 6040
Product,base-unit-silversteam2-6040-115089,body_html,de,,,Gastronomistandard och bageristandard – det robusta underredet för ångugnar 1/1 GN i serien Silversteam2 erbjuder plats för 10 galler och plåtar i 1/1 GN-format eller i 600 x 400 bageristandardformat.,Gastronorm und B&auml;ckereinorm &ndash; Das robuste Untergestell f&uuml;r Kombid&auml;mpfer 1/1 GN der Serie Silversteam2 bietet Platz f&uuml;r 10 Roste und Bleche im 1/1 GN- oder im 600x400-B&auml;ckereinorm-Format.
Product,induction-stove-1-fl-650-b400-115090,title,de,,,"Induktionsspis 1 FL, 650, B400","Induktionsherd 1 FL, 650, B400"
Product,induction-stove-1-fl-650-b400-115090,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,induction-stove-2-fl-650-b700-115095,title,de,,,"Induktionsspis 2 FL, 650, B700","Induktionsherd 2 FL, 650, B700"
Product,induction-stove-2-fl-650-b700-115095,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,induction-wok-650-b400-5kw-115099,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,bain-marie-650-w400-1-1gn-115111,title,de,,,"Vattenbad 650, B400, 1/1GN","Bain Marie 650, B400, 1/1GN"
Product,bain-marie-650-w400-1-1gn-115111,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,bain-marie-650-w600-1-1gn-2x1-4-115112,title,de,,,"Vattenbad 650, B600, 1/1GN+ 2x1/4","Bain Marie 650, B600, 1/1GN+ 2x1/4"
Product,bain-marie-650-w600-1-1gn-2x1-4-115112,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,gas-range-650-2fl-tg-1151123,title,de,,,"Gasspis 650, 2FL, TG","Gasherd 650, 2FL, TG"
Product,gas-range-650-2fl-tg-1151123,body_html,de,,,"Serie 650 - En matlagningsserie för det professionella köket. Den kännetecknas av optimalt energiutnyttjande, kraftfulla apparater och enkel rengöring. Den modulära konstruktionen gör den lätt att kombinera och variabel i sitt arrangemang. Apparatkroppen är helt tillverkad av 18/10 rostfritt stål.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,work-element-650-w600-115113,title,de,,,"Arbetselement 650, B600","Arbeitselement 650, B600"
Product,work-element-650-w600-115113,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,gas-range-650-4fl-tg-1151133,title,de,,,"Gasspis 650, 4FL, TG","Gasherd 650, 4FL, TG"
Product,gas-range-650-4fl-tg-1151133,body_html,de,,,"Serie 650 - En matlagningsserie för det professionella köket. Den kännetecknas av optimalt energiutnyttjande, kraftfulla apparater och enkel rengöring. Den modulära konstruktionen gör den lätt att kombinera och variabel i sitt arrangemang. Apparatkroppen är helt tillverkad av 18/10 rostfritt stål.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,sink-650-w600-tu-115114,title,de,,,"Diskho 650, B600, TG","Spülbecken 650, B600, TG"
Product,sink-650-w600-tu-115114,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,warmer-650-w400-1-1gn-tu-115115,title,de,,,"Varmhållare 650, B400, 1/1GN, TG","Warmhaltegerät 650, B400, 1/1GN, TG"
Product,warmer-650-w400-1-1gn-tu-115115,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und hohe Reinigungsfreundlichkeit. Die Modulbauweise ist leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10.&nbsp;"
Product,workelement-650-w400-115116,title,de,,,"Arbetselement 650, B400","Arbeitselement 650, B400"
Product,workelement-650-w400-115116,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,neutral-element-650-w400-tgok-115117,title,de,,,"Arbetselement 650, B400, TGOK","Arbeitselement 650, B400, TGOK"
Product,neutral-element-650-w400-tgok-115117,body_html,de,,,,Die Serie 650 Snack in spezieller Ausführung ohne Kamin ist für den Einsatz in der Kochstation KST3240 Plus bestimmt. Optimale Energieausnutzung und Leistungsstärke – Diese Eigenschaften der Serie 650 Snack stehen natürlich auch für dieses Produkt.
Product,gas-stove-650-w700-4br-elo-1151243,title,de,,,"Gasspis 650, B700, 4 pl., EBO","Gasherd 650, B700, 4FL, EBO"
Product,gas-stove-650-w700-4br-elo-1151243,body_html,de,,,"Serie 650 - En matlagningsserie för det professionella köket. Den kännetecknas av optimalt energiutnyttjande, kraftfulla apparater och enkel rengöring. Den modulära konstruktionen gör den lätt att kombinera och variabel i sitt arrangemang. Apparatkroppen är helt tillverkad av 18/10 rostfritt stål.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,egg-boiler-eh6-115129,title,de,,,Äggkokare EH6,Eierkocher EH6
Product,egg-boiler-eh6-115129,body_html,de,,,"Nykokta ägg, helt enligt din egen smak. Löst, medel eller hårdkokt - denna äggkokare låter gästen själv bestämma hur frukostägget skall vara.","Frisch gekochte Eier ganz nach Ihrem Geschmack. Ob weich-, mittel- oder hartgekocht &ndash; mit diesem Eierkocher kann jeder Gast am Fr&uuml;hst&uuml;cksbuffet den H&auml;rtegrad selbst bestimmen."
Product,sous-vide-cooker-sv-g16l-115131,title,de,,,Sous-vide-maskin SV G16L,Sous-Vide-Garer SV G16L
Product,sous-vide-cooker-sv-g16l-115131,body_html,de,,,Skonsam behandling som bevarar smakerna - med den individuella tids- och temperaturinställningen kan man bestämma tillagningspunkten exakt.,"Punktgenau, schonend und geschmacksecht &ndash; Mit der individuellen Zeit- und Temperatureinstellung l&auml;sst sich der Garpunkt exakt bestimmen."
Product,sous-vide-stick-sv-st15l-115133,title,de,,,Sous-vide-sticka SV ST15L,Sous-Vide-Stick SV ST15L
Product,sous-vide-stick-sv-st15l-115133,body_html,de,,,Ett kompakt alternativ till den traditionella sous-vide-maskinen - med lämpliga kastruller kan den behändiga sous-vide-stickan användas flexibelt på många olika ställen vilket gör den idealisk för mobil tillämpning.,Die kompakte Alternative zum herk&ouml;mmlichen Sous-Vide-Garer &ndash; Mit den passenden T&ouml;pfen ist der handliche Sous-Vide-Stick flexibel an vielen Orten einsetzbar und somit ideal f&uuml;r den mobilen Einsatz.
Product,roast-fryer-650-w400-tu-115137,title,de,,,"Grillhalster 650, B400, TG","Rostbräter 650, B400, TG"
Product,roast-fryer-650-w400-tu-115137,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,pasta-cooker-650-b600-28l-3k-115138,title,de,,,"Nudelkokare 650, B600, 28L, 3K","Nudelkocher 650, B600, 28L, 3K"
Product,pasta-cooker-650-b600-28l-3k-115138,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,electric-roast-fryer-650-b800-tg-115141,title,de,,,"Grillhalster 650, B800, TG","Rostbräter 650, B800, TG"
Product,electric-roast-fryer-650-b800-tg-115141,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,multi-fryer-650-w400-tu-obu-115155,title,de,,,"Stekhäll 650, B400, UO","Multibräter 650, B400, UO"
Product,multi-fryer-650-w400-tu-obu-115155,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,multi-fryer-650-w600-tu-115157,title,de,,,"Stekhäll 650, B600, UO","Multibräter 650, B600, UO"
Product,multi-fryer-650-w600-tu-115157,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,v-grid-lvg650snack-1151580,title,de,,,V-galler LVG650Snack,V-Rost LVG650Snack
Product,v-grid-lvg650snack-1151580,body_html,de,,,"V-galler i rostfritt stål för Lavastensgrill LVG650Snack – bredd 325 mm, djup 500 mm, med Fettuppsamlare. Obs: För Lavastensgrillen med bredd 800 mm behövs 2 galler. För restauranger och cateringföretag som använder sin Lavastensgrill dagligen och professionellt.","V-Rost aus Edelstahl für Lavasteingrill LVG650Snack – Breite 325 mm, Tiefe 500 mm, mit Fettauffangbehälter. Hinweis: Für den Lavasteingrill Breite 800 mm werden 2 Roste benötigt. Für Restaurants und Caterer, die ihren Lavasteingrill täglich und professionell betreiben."
Product,lava-rock-grill-gas-650-b400-1151583,title,de,,,"Lavastensgrill, gas 650, B400","Lavasteingrill, Gas 650, B400"
Product,lava-rock-grill-gas-650-b400-1151583,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,lava-rock-grill-650-b800-1151593,title,de,,,"Lavastensgrill, gas 650, B800","Lavasteingrill, Gas 650, B800"
Product,lava-rock-grill-650-b800-1151593,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,deep-fat-fryer-650-w400-10l-115204,title,de,,,"Fritös 650, B400, 10l","Fritteuse 650, B400, 10L"
Product,deep-fat-fryer-650-w400-10l-115204,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,deep-fat-fryer-650-w600-2x10l-115205,title,de,,,"Fritös 650, B600, 2x10l","Fritteuse 650, B600, 2x10L"
Product,deep-fat-fryer-650-w600-2x10l-115205,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,gas-deep-fat-fryer-650-8l-tg-1152103,title,de,,,"Gasfritös 650, 8l, TG","Gas-Fritteuse 650, 8L, TG"
Product,gas-deep-fat-fryer-650-8l-tg-1152103,body_html,de,,,"Serie 650 - spisar för proffsköket. Serien kännetecknas av optimalt energiutnyttjande, kraftfulla produkter och hög rengöringsvänlighet. Modulkonstruktionen går lätt att kombinera och variera. Produktutförandet är helt i kromnickelstål 18/10.","Serie 650 - Eine Kochserie f&uuml;r die Profi-K&uuml;che. Sie zeichnet sich aus durch optimale Energieausnutzung, leistungsstarke Ger&auml;te und eine hohe Reinigungsfreundlichkeit. Durch die Modulbauweise ist sie leicht kombinierbar und variabel in der Anordnung. Der Ger&auml;teaufbau ist komplett aus Chromnickelstahl 18/10."
Product,gas-deep-fat-fryer-650-2x8l-tg-1152113,title,de,,,"Gasfritös 650, 2x8l, TG","Gas-Fritteuse 650, 2x8L, TG"
