Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,electric-cooker-600-2pltg-131723,title,tr,,,Elspis 600 2PLTG,Elektrikli ocak 600 2PLTG
Product,electric-cooker-600-2pltg-131723,body_html,tr,,,,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,electric-stove-600-w600-4pl-tu-131734,title,tr,,,"Elspis 600, B600, 4 pl., TG","Electric stove 600, W600, 4PL, TU"
Product,electric-stove-600-w600-4pl-tu-131734,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,gas-stove-600-2br-1317433,title,tr,,,"Gasspis 600, 2 pl.","Gazlı ocak 600, 2BR"
Product,gas-stove-600-2br-1317433,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,gas-stove-600-w600-4br-tu-1317463,title,tr,,,"Gasspis 600, B600, 4 pl., TG","Gazlı ocak 600, W600, 4BR, TU"
Product,gas-stove-600-w600-4br-tu-1317463,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,bain-marie-600-w400-tu-131760,title,tr,,,"Vattenbad 600, B400, TG","Benmari 600, W400, TU"
Product,bain-marie-600-w400-tu-131760,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,electric-stove-600-w600-4pl-elo-131764,title,tr,,,"Elspis 600, B600, 4 pl., EB","Electric stove 600, W600, 4PL, elO"
Product,electric-stove-600-w600-4pl-elo-131764,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,electric-bain-marie-131770,title,tr,,,Elvattenbad,Electric Bain Marie
Product,electric-bain-marie-131770,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,cerane-stove-600-2-plates-tu-131800,title,tr,,,"Elspis 600, 2 pl., TG","Cerane stove 600, 2 plates, TU"
Product,cerane-stove-600-2-plates-tu-131800,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,cerane-stove-600-4-htzones-tu-131850,title,tr,,,"Elspis 600, 4 pl., TG","Cerane stove 600, 4 HTzones, TU"
Product,cerane-stove-600-4-htzones-tu-131850,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,workelement-600-w400-dr-131905,title,tr,,,"Arbetselement 600, B400, SL","Workelement 600, W400, Dr"
Product,workelement-600-w400-dr-131905,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,workelement-600-w600-dr-131915,title,tr,,,"Arbetselement 600, B600, SL","Workelement 600, W600, Dr"
Product,workelement-600-w600-dr-131915,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,open-base-unit-600-w400-is-ss-131924,title,tr,,,"Underrede öppet, 600, B400, ZB, CNS","Open base unit, 600, W400, IS, SS"
Product,open-base-unit-600-w400-is-ss-131924,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,open-base-unit-600-w800-is-ss-131925,title,tr,,,"Underrede öppet, 600, B800, ZB, CNS","Open base unit, 600, W800, IS, SS"
Product,open-base-unit-600-w800-is-ss-131925,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,open-base-unit-600-w600-is-ss-131926,title,tr,,,"Underrede öppet, 600, B600, ZB, CNS","Open base unit, 600, W600, IS, SS"
Product,open-base-unit-600-w600-is-ss-131926,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,base-unit-600-w1000-1d-is-131940,title,tr,,,"Underrede 600, B1000, 1D, ZB","Alt ünite unit 600, W1000, 1D, IS"
Product,base-unit-600-w1000-1d-is-131940,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,base-unit-600-w400-1d-is-131944,title,tr,,,"Underrede 600, B400, 1D, ZB","Alt ünite unit 600, W400, 1D, IS"
Product,base-unit-600-w400-1d-is-131944,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,base-unit-600-w600-1d-is-131946,title,tr,,,"Underrede 600, B600, 1D, ZB","Alt ünite unit 600, W600, 1D, IS"
Product,base-unit-600-w600-1d-is-131946,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,base-unit-600-w400-2dr-131954,title,tr,,,"Underrede 600, B400, 2 SL","Alt ünite unit 600, W400, 2dr"
Product,base-unit-600-w400-2dr-131954,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,device-linking-strip-132060,title,tr,,,Förbindningslist,Device linking strip
Product,device-linking-strip-132060,body_html,tr,,,"Anslutningslist av CNS 18/10 – förbinder enskilda enheter i en kökslinje formfast och skapar en ren fogtätning mellan enheterna. För professionella kök som vill bygga upp sin kökslinje på ett rent, tätt och hygieniskt sätt.","CNS 18/10'dan cihaz bağlantı profili — mutfak hattındaki cihazları birbirine tam oturacak biçimde bağlar ve üniteler arasında temiz bir birleşim contası oluşturur. Mutfak ünitelerini temiz, sızdırmaz ve hijyenik biçimde kurmak isteyen profesyonel mutfaklar için."
Product,griddle-plate-600-b400-smooth-132115,title,tr,,,"Stekhäll 600, B400, slät","Pleyt ızgara 600, B400, smooth"
Product,griddle-plate-600-b400-smooth-132115,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,griddle-plate-600-b600-smooth-hcp-132125,title,tr,,,"Stekhäll 600, B600, slät, HV","Pleyt ızgara 600, B600, smooth,HCP"
Product,griddle-plate-600-b600-smooth-hcp-132125,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,griddle-plate-600-b600-1-2-1-2-132255,title,tr,,,"Stekhäll 600, B600, 1/2-1/2","Pleyt ızgara 600, B600, 1/2-1/2"
Product,griddle-plate-600-b600-1-2-1-2-132255,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,sealing-plug-132257,title,tr,,,Propp,Sealing plug
Product,sealing-plug-132257,body_html,tr,,,"Plastpropp Ø 40 mm, vit – tätar pålitligt avloppsöppningar på pastakokare och liknande apparater. Enkel ersättning som förhindrar vattenförlust och smutsiga avlopp i köksdriften.","Plastik tapa Ø 40 mm, beyaz — makarna pişiricileri ve benzeri cihazlardaki tahliye ağızlarını güvenilir biçimde kapatır. Mutfak işletmesinde su kaybını ve kirli tahliyeleri önleyen basit bir yedek parça."
Product,pasta-cooker-1-basket-7l-tu-132260,title,tr,,,"Nudelkokare 1 korg, 7l, TG","Makarna pişirici 1 basket, 7L, TU"
Product,pasta-cooker-1-basket-7l-tu-132260,body_html,tr,,,"Bordmodell pastakokare med en 7-liters behållare, 3,4 kW, anslutningsklar. Behållarens mått 240 x 300 x 200 mm, en korg ingår. För restauranger och kantiner som dagligen portionerar färsk pasta och därför föredrar en kompakt, anslutningsklar lösning på arbetsytan.","7 litrelik hazneli tezgâh üstü makarna pişirici, 3,4 kW, fişe takıp kullanmaya hazır. Hazne ölçüleri 240 x 300 x 200 mm, bir sepet dahil. Her gün taze makarna porsiyonlayan ve tezgâhta kompakt, doğrudan çalışan bir çözümü tercih eden restoran ve yemekhaneler için."
Product,basket-small-f-pasta-cooker-132260-132261,title,tr,,,Korg liten till nudelkokare 132260,Basket small f. pasta cooker 132260
Product,basket-small-f-pasta-cooker-132260-132261,body_html,tr,,,"Liten tilläggskorg för pastakokare 132260 – 1,86 liters volym, 138 x 100 x 135 mm. För enskilda pastaportioner eller grönsaker parallellt med huvudkorgen. För restauranger som använder sin pastakokare flexibelt för små mängder av olika produkter samtidigt.","132260 makarna pişirici için küçük ek sepet — 1,86 litre kapasite, 138 x 100 x 135 mm. Ana sepetin yanında tekil makarna veya sebze porsiyonları için. Makarna pişiricisini aynı anda farklı ürünlerin küçük miktarlarıyla esnek kullanan restoranlar için."
Product,basket-large-f-pasta-cooker-132260-132262,title,tr,,,Korg stor till nudelkokare 132260,Basket large f. pasta cooker 132260
Product,basket-large-f-pasta-cooker-132260-132262,body_html,tr,,,"Stor korg för pastakokare 132260 – 4,93 liters volym, 235 x 210 x 100 mm. För restauranger och kantiner som dagligen portionerar stora mängder pasta och vill använda pastakokaren effektivt med passande korgar.","132260 makarna pişirici için büyük sepet — 4,93 litre kapasite, 235 x 210 x 100 mm. Her gün büyük miktarda makarna porsiyonlayan ve makarna pişiricisini uygun sepetlerle verimli çalıştırmak isteyen restoran ve yemekhaneler için."
Product,pasta-cooker-8l-mdi-132265,title,tr,,,Nudelkokare 8L MDI,Makarna pişirici 8L MDI
Product,pasta-cooker-8l-mdi-132265,body_html,tr,,,"Det kan ju bara bli ""al dente"". Exakt inställning av tid och temperatur vid snabb och intuitiv manövrering – så lyckas du varje gång med pastan i denna digitala nudelkokare. Det uttagbara värmeelementet och 8-liters-behållaren sörjer för optimal hygien.","Mutlaka ""al dente"" olmalı! Bu dijital makarna pişiricinin hassas süre ve sıcaklık kumandaları ile hızlı ve kolay kullanımı sayesinde her tür makarnayı kusursuz pişirmek çok kolay. Çıkarılabilir rezistans ve 8 litrelik hazne üstün hijyen sağlar."
Product,pasta-basket-8l-132266,title,tr,,,Nudelkorg 8L,Pasta basket 8L
Product,pasta-basket-8l-132266,body_html,tr,,,"Passande nudelkorg med 4,9 l volym till nudelkokare 8l MDI och nudelkokare 8L EM1.","Makarna pişirici 8L MDI ve makarna pişirici 8L-EM1 için ideal 4,9 litrelik makarna sepeti."
Product,pasta-cooker-8l-em1-132290,title,tr,,,Nudelkokare 8L-EM1,Makarna pişirici 8L-EM1
Product,pasta-cooker-8l-em1-132290,body_html,tr,,,Perfekt pasta för alla pastarätter! Tack vare den intuitiva användningen med steglöst inställbara temperatur- och tidsinställningar är det en barnlek att hantera pastakokaren. Det uttagbara värmeelementet och den 8 liter stora behållaren möjliggör en optimal rengöring.,Her makarna yemeği için mükemmel makarna: Bu makarna pişiricinin kademesiz sıcaklık ve zamanlayıcı ayarına sahip sezgisel kumandaları sayesinde kullanımı çok kolaydır. Çıkarılabilir rezistans ve 8 litrelik hazne üstün temizlik sağlar.
Product,oven-grid-442x373x26-132648,title,tr,,,Ugnsgaller 442x373x26,Oven grid 442x373x26
Product,oven-grid-442x373x26-132648,body_html,tr,,,Ugnsgaller 442 x 373 x 26 mm – passande ersättnings- och utbyggnadsdel för kompatibla ugnar. För verksamheter som arbetar med flera galler samtidigt och vill undvika driftstopp genom att ha tillbehör i lager i god tid.,Fırın rafı 442 x 373 x 26 mm — uyumlu fırınlar için tam uyumlu yedek ve ek raf. Aynı anda birden fazla rafla çalışan ve aksesuar bulundurarak duruş süresinden kaçınmak isteyen işletmeler için.
Product,cerane-stove-600-w600-4htzon-elo-132870,title,tr,,,"Elspis, B600, 4 pl., EBO","Cerane stove 600, W600, 4HTzon. elO"
Product,cerane-stove-600-w600-4htzon-elo-132870,body_html,tr,,,Serie 600 - kraftfulla matlagningsprodukter i praktisk moduluppbyggnad med små utrymmeskrav. Matlagningsytans uppbyggnad och utrustning enligt dina behov. Produkter i förstklassigt kromnickelstål 18/10 ger en lång livslängd i ett kompakt format.,"600 Serisi — pratik, yerden tasarruflu modüler yapıyla elde edilen yüksek performanslı pişirme cihazları. İhtiyaçlarınızı karşılayacak yapı ve yapılandırma. Kompakt gövdede uzun hizmet ömrü için kaliteli 18/10 krom nikel çelikten üretilmiş cihazlar."
Product,grid-600x400-stainless-steel-133264,title,tr,,,"Galler 600 x 400, rostfritt stål","Grid 600x400, stainless steel"
Product,grid-600x400-stainless-steel-133264,body_html,tr,,,"Inskjutningsgaller i rostfritt stål i bageri-format 600 x 400 mm – passande grundutrustning för ugnar och kombiugnar med insatser enligt bageristandard. Stapelbara, diskmaskinssäkra. För bagerier och konditorier som använder galler och plåtar i enhetligt format.","600 x 400 mm fırıncılık formatında paslanmaz çelik raf — standart fırıncılık raflı fırınlar ve kombi fırınlar için tam uyumlu temel donanım. Üst üste konabilir, bulaşık makinesinde yıkanabilir. Raf ve tepsileri standart formatta kullanan fırınlar ve pastaneler için."
Product,gn-grid-2-3-134091,title,tr,,,GN galler 2/3,GN grid 2/3
Product,gn-grid-2-3-134091,body_html,tr,,,GN galler av högkvalitativ CNS 18/10 lämplig för 2/3 GN insatser.,"2/3 GN yuvalara uygun, kaliteli CNS 18/10'dan raf."
Product,ice-crusher-stainless-steel-135012,title,tr,,,"Iskross, rostfritt stål","Buz kırıcı , stainless steel"
Product,slush-machine-2120-135022,title,tr,,,Slushmaskin 2120,Slush makinesi 2120
Product,slush-machine-2120-135022,body_html,tr,,,"De frostigt kalla drycken intas av m&aring;nga under hela &aring;ret p&aring; m&auml;ssor, i n&ouml;jesparker och simhallar samt i barer och p&aring; nattklubbar. Den separat kopplingsbara belysningen av de b&aring;da 12-liters beh&aring;llarna s&auml;tter den f&auml;rgglada Slush-isen eller ocks&aring; drinkar p&aring; scenen.","Bu buz gibi içecekler yıl boyunca lunaparklarda, parklarda ve havuzlarda olduğu kadar bar ve kulüplerde de popülerdir. İki adet 12 litrelik haznenin ayrı ayrı denetlenen aydınlatması, renkli slush ve kokteyllere dikkat çeker."
Product,ice-crusher-4ice-135023,title,tr,,,Iskross 4ICE+,Buz kırıcı 4ICE+
Product,ice-crusher-4ice-135023,body_html,tr,,,"Utm&auml;rkt f&ouml;r blandning av cocktails, drinkar och efterr&auml;tter med is, f&ouml;r en optimal uppl&auml;ggning av frukt och livsmedel samt f&ouml;r kylning av dryck.","Kokteyl, içecek ve dondurulmuş tatlı hazırlamak için, ayrıca meyve ve yiyecekleri en iyi biçimde sunmak veya içecekleri soğutmak için mükemmel."
Product,ice-crusher-2000-135026,title,tr,,,Iskross 2000,Buz kırıcı 2000
Product,ice-crusher-2000-135026,body_html,tr,,,"Med den kraftfulla iskrossen kan man producera upp till 120 kg krossad is per timme till caipirinhas, mojitos, iskaffe och andra drycker. De halkskyddade f&ouml;tterna och kontaktbrytaren p&aring; locket till isbeh&aring;llaren g&ouml;r den effektiva maskinen s&auml;ker.","Bu güçlü buz kırıcı; caipirinha, mojito, buzlu kahve ve diğer içecekler için saatte 120 kg'a kadar kırılmış buz üretebilir. Kaymayan ayaklar ve buz haznesinin kapağındaki kontak anahtarı, bu güçlü cihaz için üstün güvenlik sağlar."
Product,ice-crusher-300-135027,title,tr,,,Iskross 300,Buz kırıcı 300
Product,ice-crusher-300-135027,body_html,tr,,,Med iskrossaren 300 kan krossad is enkelt fyllas direkt i glaset vid disken. Oavsett om det gäller drycker eller dekorationer kan iskrossaren användas på en mängd olika sätt på plats.,"Buz kırıcı 300 ile kırılmış buz, tezgâhta doğrudan bardağa kolayca doldurulabilir. İster içecekler ister süsleme için olsun, buz kırıcı yerinde çok yönlü kullanılır."
Product,ice-cream-maker-1500-135028,title,tr,,,Glassmaskin 1500,Ice-cream maker 1500
Product,ice-cream-maker-1500-135028,body_html,tr,,,"Egna glassvariationer med frozen yoghurt – med glassmaskinen 1500 lyckas du med alla varianter. Tack vare ""Keep Cool-funktionen"" blir det inte stressigt även under rusningstider.","Kendi yarattığınız dondurma çeşitleri ve donmuş yoğurt — dondurma makinesi 1500 ile her tür başarılı olur. ""Keep Cool"" işlevi sayesinde işler yoğunlaştığında bile yanlış yapmazsınız."
Product,ice-cream-container-1500-135029,title,tr,,,Ishink 1500,Ice Cream Container 1500
Product,ice-cream-container-1500-135029,body_html,tr,,,"Isbehållaren för ismaskin 1500 har en kapacitet på 1,5 liter och är utrustad med ett praktiskt handtag för enkel borttagning och insättning.","Dondurma makinesi 1500 için bu dondurma haznesi 1,5 litre hacimlidir ve kolay çıkarma ve yerleştirme için pratik bir tutamakla gelir."
Product,bartscher-dual-bar-mixer-turbo-135102,title,tr,,,Bartscher Dual Barmixer Turbo,Bartscher dual bar mixer Turbo
Product,bartscher-dual-bar-mixer-turbo-135102,body_html,tr,,,"M&aring;ngsidig, dubbelspindlig mixer med s&auml;kert grepp. Bartscher Turbo dual bar mixer &auml;r perfekt f&ouml;r tillagning av cocktails, smoothies, s&aring;ser, pur&eacute;er och mycket mer.","Sağlam tutuşlu, çok yönlü, çift milli mikser. Bartscher Turbo çift barlı mikser; kokteyl, smoothie, sos, püre ve çok daha fazlasını hazırlamak için mükemmeldir."
Product,drink-mixer-650ml-135105,title,tr,,,Drinkmixer 650ml,Drink Mixer 650ml
Product,drink-mixer-650ml-135105,body_html,tr,,,"Drinkmixer för barer och snackbarer: 0,65 liters ifyllningsmängd, tål diskmaskin rostfri behållare, sugkoppar för säker ställning, 2 hastighetsnivåer. Lätt att använda, lätt att rengöra. För milkshakes, såser och dryckesblandningar i den dagliga barverksamheten.","Barlar ve büfeler için içecek mikseri: 0,65 litre dolum miktarı, bulaşık makinesinde yıkanabilir paslanmaz çelik sürahi, denge için vantuzlar, 2 hız kademesi. Kullanımı kolay, temizliği kolay. Günlük bar işletmesinde milkshake, sos ve karışık içecekler için."
Product,shaker-dual-bar-mixer-turbo-135108,title,tr,,,Blandningsskål Dual Barmixer Turbo,Shaker Dual Bar Mixer Turbo
Product,shaker-dual-bar-mixer-turbo-135108,body_html,tr,,,Med blandningsskålen Dual-Barmixer Turbo kan tillbehöret till Bartscher Dual-Barmixer Turbo kompletteras eller ersättas. På så vis sparar du tid öven i rustningstid och defekta skålar kan bytas ut.,"Shaker Dual Bar Mixer Turbo, Bartscher Dual Bar Mixer Turbo'nun aksesuarını tamamlamak veya değiştirmek için kullanılabilir. Böylece yoğun saatlerde zaman kazanılır ve arızalı shaker'lar değiştirilebilir."
Product,shaker-drink-mixer-650ml-135109,title,tr,,,Blandningsskål Drinkmixer 650ml,Shaker Drink Mixer 650ml
Product,shaker-drink-mixer-650ml-135109,body_html,tr,,,Med blandningskoppen drink mixer 650 ml kan tillbehöret tilll Bartcher Drink Mixer 650 ml kompletteras eller ersättas. På så vis sparar du tid öven i rustningstid och defekta skålar kan bytas ut.,"Shaker Drink Mixer 650ml, Bartscher Drink Mixer 650ml'nin aksesuarını tamamlamak veya değiştirmek için kullanılabilir. Böylece yoğun saatlerde zaman kazanılır ve arızalı shaker'lar değiştirilebilir."
Product,popcorn-machine-v150-137100,title,tr,,,Popcornmaskin V150,Patlamış mısır makinesi V150
